brand,model,price,rating,os,ram_gb,cpu_brand,cpu_name,cpu_speed_ghz,cpu_gen,cpu_cores,cpu_threads,cpu_p_cores,cpu_e_cores,cpu_lp_e_cores,cpu_family,cpu_series,cpu_model_id,cpu_suffix,storage_gb,storage_type,secondary_storage,gpu_brand,gpu_name,gpu_vram_gb,gpu_type,gpu_series,gpu_model_id,display_size_inch,display_width_px,display_height_px,display_ppi,screen_resolution,is_touchscreen,has_ips_panel,has_retina_display,color,special_features,device_category,ram_type,warranty,weight,rating_review_text,total_processors,execution_units,energy_eff_units,low_power_cores,graphics_integrated,source_file
,HP Pavilion 14-dv2153TU Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win 11),"₹66,990",63.0,Windows 11 OS,16 GB DDR4 RAM,,,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",,,,,,,,,1 TB SSD,,,,Intel Integrated Iris Xe,,,,,"14 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo Legion 5 Pro 82JQ010EIN Laptop (AMD Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,03,395",74.0,Windows 11 OS,16 GB DDR4 RAM,,,,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",,,,,,,,,512 GB SSD,,,,6 GB NVIDIA GeForce RTX 3060,,,,,"16 inches, 2560 x 1600 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad Slim 5 82XD005RIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹72,190",53.0,Windows 11 OS,16 GB LPDDR5 RAM,,,,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",,,,,,,,,512 GB SSD,,,,Integrated Intel Iris Xe Graphics,,,,,"14 inches, 1920 x 1200 pixels",,,,,,,,,,,,2 Year Warranty,,,,,,,,laptop.csv
,Lenovo Legion Slim 5 82YA00DXIN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,39,190",74.0,Windows 11 OS,16 GB DDR5 RAM,,,,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",,,,,,,,,1 TB SSD,,,,8 GB NVIDIA GeForce RTX 4060,,,,,"16 inches, 2560 x 1600 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,MSI CreatorPro Z16 HX B13VKTO-214IN Laptop (13th Gen Core i9/ 64GB/ 2TB SSD/ Win11/ RTX 3000 Ada),"₹4,09,990",,Windows 11 OS,64 GB DDR5 RAM,,,,13th Gen Intel Core i9 13950HX,24 Cores (8P + 16E),,,,,,,,,2 TB SSD,,,,8 GB NVIDIA RTX 3000 Ada,,,,,"16 inches, 2560 x 1600 pixels",,,,,,,,,,,,2 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad 5 Pro 82SN00F0IN Gaming Laptop (AMD Ryzen 7 6800HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹87,774",63.0,Windows 11  OS,16 GB LPDDR5 RAM,,,,6th Gen AMD Ryzen 7 6800HS ,"Octa Core, 16 Threads",,,,,,,,,512 GB SSD,,,,4 GB NVIDIA GeForce RTX 3050,,,,,"16 inches, 2560 x 1600 pixels",,,,,,,,,,,,3 Year Warranty,,,,,,,,laptop.csv
,Lenovo Yoga 7 82YL0099IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),"₹1,14,190",72.0,Windows 11 OS,16 GB LPDDR5 RAM,,,,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",,,,,,,,,1 TB SSD,,,,AMD Radeon Graphics,,,,,"14 inches, 2880 x 1800 pixels, Touch Screen",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,HP 14s-dr3002TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),"₹24,990",,Windows 11 OS,8 GB DDR4  RAM,,,,Intel Celeron N4500,"Dual Core, 2 Threads",,,,,,,,,512 GB SSD,,,,Intel UHD Graphics,,,,,"14 inches, 1366 x 768 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad Gaming 3 82SB00V2IN Laptop (AMD Ryzen 5 6600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹61,712",57.0,Windows 11 OS,8 GB DDR4 RAM,,,,6th Gen AMD Ryzen 5 6600H,"Hexa Core, 12 Threads",,,,,,,,,512 GB SSD,,,,4 GB NVIDIA GeForce RTX 3050,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Acer TravelMate P2 TMP214-53 Business Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),"₹49,990",62.0,Windows 11 OS,16 GB DDR4 RAM,,,,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",,,,,,,,,1 TB SSD,,,,Intel Integrated Iris Xe,,,,,"14 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Primebook S Wi-Fi Laptop (MediaTek MT8183/ 4GB/ 128GB eMMC/ Prime OS),"₹12,990",,1 Year Warranty,4 GB LPDDR4 RAM,,,,MediaTek MT8183,Octa Core,,,,,,,,,128 GB Hard Disk,,,,ARM Mali G72,,,,,"11.6 inches, 1366 x 768 pixels",,,,,,,,,,,,2 USB 3.0 Ports,,,,,,,,laptop.csv
,Lenovo IdeaPad 3 15IAU7 82RK00XDIN Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹32,500",53.0,Windows 11 OS,8 GB DDR4 RAM,,,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",,,,,,,,,256 GB SSD,,,,Intel UHD Graphics ,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Acer C734 NX.H8VSI.004 Chromebook Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),"₹19,990",,Chrome OS,4 GB LPDDR4X RAM,,,,Intel Celeron Dual Core N4500,"Dual Core, 2 Threads",,,,,,,,,64 GB Hard Disk,,,,Intel Integrated UHD,,,,,"11.6 inches, 1280 x 1024 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad Flex 5 14IRU8 82Y0004TIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹87,990",61.0,Windows 11 OS,16 GB LPDDR4X RAM,,,,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",,,,,,,,,512 GB SSD,,,,Intel Integrated Iris Xe,,,,,"14 inches, 1920 x 1200 pixels, Touch Screen",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Acer Aspire 5 2023 A515-58GM Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),"₹60,999",61.0,Windows 11 OS,16 GB DDR4 RAM,,,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",,,,,,,,,512 GB SSD,,,,4 GB NVIDIA GeForce RTX 2050,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,MSI Bravo 15 B7ED-011IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹79,990",65.0,Windows 11 OS,16 GB DDR5 RAM,,,,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",,,,,,,,,512 GB SSD,,,,4 GB AMD Radeon RX6550M,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad Gaming 3 82K101PCIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹50,712",63.0,Windows 11 OS,8 GB DDR4 RAM,,,,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",,,,,,,,,512 GB SSD,,,,4 GB NVIDIA GeForce RTX 2050,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Asus ROG Strix G15 G513RC-HN251WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),"₹83,990",66.0,Windows 11 OS,16 GB DDR5 RAM,,,,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",,,,,,,,,1 TB SSD,,,,4 GB NVIDIA GeForce RTX RTX 3050,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad Slim 1 82VG00EVIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),"₹32,000",52.0,Windows 11 OS,8 GB LPDDR5 RAM,,,,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",,,,,,,,,512 GB SSD,,,,AMD Radeon Graphics,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Asus Vivobook 16 2023 X1605VA-MB957WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home),"₹95,689",66.0,Windows 11 OS,16 GB DDR4 RAM,,,,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",,,,,,,,,1 TB SSD,,,,Integrated Intel Iris Xe Graphics,,,,,"16 inches, 1920 x 1200 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,HP Zbook FireFly 14 G8 4F0W6PA Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 ),"₹89,900",65.0,Windows 11 OS,16 GB DDR4 RAM,,,,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",,,,,,,,,512 GB SSD,,,,Intel UHD Graphics,,,,,"14 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Dell Inspiron 15 3511 IN35117W5CCS01ORB1 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹44,890",,Windows 11  OS,8 GB DDR4 RAM,,,,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",,,,,,,,,512 GB SSD,,,,Intel Integrated UHD Graphics,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Asus Vivobook S14 Flip TN3402QA-LZ551WS Laptop (AMD Ryzen 5 5600H/ 16GB/ 1TB SSD/Win11),"₹63,990",55.0,Windows 11 OS,16 GB DDR4 RAM,,,,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",,,,,,,,,1 TB SSD,,,,AMD Radeon Graphics,,,,,"14 inches, 1920 x 1200 pixels, Touch Screen",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad Gaming 3 82SB00V3IN Laptop (AMD Ryzen 5 6600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹63,889",60.0,Windows 11 OS,16 GB DDR4 RAM,,,,6th Gen AMD Ryzen 5 6600H,"Hexa Core, 12 Threads",,,,,,,,,512 GB SSD,,,,4 GB NVIDIA GeForce RTX 3050,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Asus Vivobook S14 Flip TN3402QA-LZ751WS Laptop (AMD Ryzen 7/ 16GB/ 1TB SSD/Win11),"₹68,990",59.0,Windows 11 OS,16 GB DDR4 RAM,,,,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",,,,,,,,,1 TB SSD,,,,AMD Radeon Graphics,,,,,"14 inches, 1920 x 1200 pixels, Touch Screen",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad 1 15AMN7 82VG00J5IN Laptop (AMD Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),"₹37,990",52.0,Windows 11 OS,8 GB LPDDR5 RAM,,,,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",,,,,,,,,512 GB SSD,,,,AMD Radeon 610M,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo Thinkpad T14 Laptop (AMD R7 Pro 4750U/ 16GB/ 512GB SSD/ Win 10 Pro),"₹90,000",55.0,Windows 10 OS,16 GB DDR4 RAM,,,,4th Gen AMD Ryzen 7 PRO 4750U,"Octa Core, 16 Threads",,,,,,,,,512 GB SSD,,,,AMD Radeon Graphics,,,,,"14 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad Gaming 3 82K2028AIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹46,490",57.0,Windows 11 OS,8 GB DDR4 RAM,,,,5th Gen AMD Ryzen 5  5500H,"Quad Core, 8 Threads",,,,,,,,,512 GB SSD,,,,4 GB  NVIDIA GeForce RTX 2050,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad Slim 3 82RK011DIN Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11),"₹32,990",,Windows 11 OS,8 GB  RAM,,,,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",,,,,,,,,256 GB SSD,,,,‎Intel UHD Graphics,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Dell Vostro 3520 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹42,990",53.0,Windows 11 OS,8 GB DDR4 RAM,,,,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",,,,,,,,,512 GB SSD,,,,Intel UHD Graphics,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,HP 255 G9 724N9EA Laptop (AMD Athlon Silver 3050U/ 4GB/ 256GB SSD/ Win11),"₹21,290",,Windows 11 OS,4 GB DDR4 RAM,,,,3rd Gen AMD Athlon 3050U,"Dual Core, 2 Threads",,,,,,,,,256 GB SSD,,,,AMD Integrated,,,,,"15.6 inches, 1366 x 768 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad 1 15AMN7 82VG00EQIN Laptop (AMD Athlon 7120U / 8GB/ 512GB SSD/ Win11 Home),"₹26,990",,Windows 11 OS,8 GB LPDDR5 RAM,,,,AMD Athlon 7120U,"Dual Core, 2 Threads",,,,,,,,,512 GB SSD,,,,AMD Radeon 610M Graphics,,,,,"15.6 inches, 1366 x 768 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Dell Vostro 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹55,700",52.0,Windows 11 OS,8 GB DDR4 RAM,,,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",,,,,,,,,512 GB SSD,,,,Intel Integrated Graphics ,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo V14 G4 Laptop (AMD Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),"₹28,990",,Windows 11 OS,8 GB LPDDR5 RAM,,,,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",,,,,,,,,512 GB SSD,,,,AMD Radeon,,,,,"14 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo Thinkpad E15 G4 21DJA0Y0IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹57,990",59.0,Windows 11 OS,16 GB DDR4 RAM,,,,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",,,,,,,,,512 GB SSD,,,,Intel Integrated Iris Xe,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,Backlit Keyboard,,,,,,,,laptop.csv
,Lenovo V15 G3 82TTA02UIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹44,990",59.0,Windows 11 OS,8 GB DDR4 RAM,,,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",,,,,,,,,512 GB SSD,,,,Intel Integrated UHD,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,MSI Creator Z16 HX B13VFTO-215IN Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ RTX4060),"₹2,19,990",,Windows 11 OS,32 GB DDR5 RAM,,,,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",,,,,,,,,1 TB SSD,,,,8 GB NVIDIA GeForce RTX 4060,,,,,"16 inches, 2560 x 1600 pixels",,,,,,,,,,,,2 Year Warranty,,,,,,,,laptop.csv
,Dell Vostro 3525 Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),"₹36,990",52.0,Windows 11 OS,8 GB DDR4 RAM,,,,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",,,,,,,,,512 GB SSD,,,,AMD Radeon Graphics,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Asus ROG Strix G16 2023 G614JJ-N3086WS Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹92,990",64.0,Windows 11 OS,16 GB DDR5 RAM,,,,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",,,,,,,,,512 GB SSD,,,,6 GB NVIDIA GeForce RTX 3050,,,,,"16 inches, 1920 x 1200 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Asus ROG Strix G16 2023 G614JJ-N3088WS Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹94,990",65.0,Windows 11 OS,16 GB DDR5 RAM,,,,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",,,,,,,,,1 TB SSD,,,,6 GB NVIDIA GeForce RTX 3050,,,,,"16 inches, 1920 x 1200 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,MSI Creator Pro M16 B13VJ-1272IN Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11/ 8GB Graph),"₹2,49,990",79.0,Windows 11 OS,32 GB DDR5 RAM,,,,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",,,,,,,,,1 TB SSD,,,,8 GB NVIDIA GeForce RTX A2000 Ada,,,,,"16 inches, 1920 x 1200 pixels",,,,,,,,,,,,2 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad Slim 3i 82X70032IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹43,590",,Windows 11 OS,8 GB LPDDR5 RAM,,,,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",,,,,,,,,512 GB SSD,,,,Intel UHD Graphics,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,HP 240 G9 821J4PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ Win11),"₹64,490",59.0,Windows 11 OS,8 GB DDR4 RAM,,,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",,,,,,,,,512 GB SSD,,,,Intel Integrated,,,,,"14 inches, 1366 x 768 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad Flex 5 Gen 8 82XX0070IN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),"₹62,990",65.0,Windows 11 OS,16 GB LPDDR4X RAM,,,,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",,,,,,,,,512 GB SSD,,,,AMD Radeon AMD,,,,,"14 inches, 1920 x 1200 pixels, Touch Screen",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Dell Inspiron 3530 15 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),"₹66,450",52.0,Windows 11 OS,16 GB DDR4 RAM,,,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",,,,,,,,,1 TB SSD,,,,Intel UHD Graphics,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad 3 82H802L3IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹35,232",54.0,Windows 11 OS,8 GB DDR4 RAM,,,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",,,,,,,,,512 GB SSD,,,,Intel Integrated UHD,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,HP ZBook Firefly 16 G9 6V2X7PA Workstation PC Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,24,000",69.0,Windows 11 OS,16 GB DDR5 RAM,,,,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",,,,,,,,,1 TB SSD,,,,Intel Iris Xe Graphics,,,,,"16 inches, 1920 x 1200 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Asus ROG Strix G17 G713RC-HX109WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹79,990",68.0,Windows 11 OS,16 GB DDR5  RAM,,,,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",,,,,,,,,512 GB SSD,,,,4 GB NVIDIA GeForce RTX 3050,,,,,"17.3 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad Slim 3 82H803HPIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹47,490",55.0,Windows 11 OS,16 GB DDR4 RAM,,,,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",,,,,,,,,512 GB SSD,,,,Intel Iris Xe Graphics,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,HP Victus 15-fa1132TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹59,990",62.0,Windows 11 OS,8 GB DDR4 RAM,,,,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",,,,,,,,,512 GB SSD,,,,4 GB NVIDIA GeForce RTX 2050,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Infinix INBook X2 Slim Series XL23 2023 Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win 11 Home),"₹36,990",55.0,Windows 11 OS,16 GB LPDDR4X RAM,,,,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",,,,,,,,,1 TB SSD,,,,Intel Integrated Iris Xe,,,,,"14 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad Gaming 3 15IHU6 82K101PCIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹50,990",60.0,Windows 11 OS,8 GB DDR4 RAM,,,,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",,,,,,,,,512 GB SSD,,,,4 GB NVIDIA GeForce GTX 2050,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Acer Aspire Lite 15 AL15-51 Laptop (11th Gen Core i3/16GB/ 512GB SSD/ Win11),"₹35,499",57.0,Windows 11 OS,16 GB DDR4 RAM,,,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",,,,,,,,,512 GB SSD,,,,Intel UHD Graphics ,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo Yoga 6 13ABR8 83B2007UIN Laptop (AMD Ryzen 7 7730U/ 16GB/ 1TB SSD/ Win11 Home),"₹86,190",66.0,Windows 11 OS,16 GB LPDDR4X RAM,,,,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",,,,,,,,,1 TB SSD,,,,AMD Radeon Graphics,,,,,"13.3 inches, 1920 x 1200 pixels, Touch Screen",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo IdeaPad Flex 5 82R900D4IN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),"₹64,990",60.0,Windows 11 OS,16 GB DDR4 RAM,,,,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",,,,,,,,,512 GB SSD,,,,AMD Radeon,,,,,"14 inches, 1920 x 1200 pixels, Touch Screen",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Ultimus Neo NU14U3INT54BN Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/Win11 Home),"₹22,000",,Windows 11 OS,8 GB DDR4 RAM,,,,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",,,,,,,,,256 GB SSD,,,,Intel Integrated Iris,,,,,"14.1 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Microsoft Surface Laptop Go 3 (12th Gen Core i5/ 16 GB RAM/ 256 GB SSD/ Win 11),"₹89,990",56.0,Windows 11 OS,16 GB LPDDR5 RAM,,,,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",,,,,,,,,256 GB SSD,,,,Intel Iris Xe Graphics ,,,,,"12.4 inches, 1536 x 1024 pixels, Touch Screen",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,HP Victus 15-fb0158AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹50,490",63.0,Windows 11 OS,8 GB DDR4 RAM,,,,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",,,,,,,,,512 GB SSD,,,,4 GB AMD Radeon RX 6500M,,,,,"15.6 inches, 1920 x 1080 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
,Lenovo Legion Slim 5 16APH8 82Y90042IN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),"₹1,28,990",78.0,Windows 11 OS,16 GB DDR5 RAM,,,,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",,,,,,,,,512 GB SSD,,,,8 GB NVIDIA GeForce RTX 4060,,,,,"16 inches, 2560 x 1600 pixels",,,,,,,,,,,,1 Year Warranty,,,,,,,,laptop.csv
